Year;average_air_temperature;maximum_air_temperature;minimum_air_temperature;average_soil_surface_temperature;maximum_soil_surface_temperature;minimum_soil_surface_temperature;Partial_pressure_of_water_vapor_hPa;Average_relative_humidity;average_saturation_deficit_hPa;saturation_deficit_maximum_hPa;Atmospheric_pressure_at_the_station_level_hPa;Atmospheric_pressure_at_sea_level_hPa;Mean_wind_speed_m/s;Daily_precipitation_total_mm;Month_num;Decada_num
2015;21.0;27.9;14.6;25;47;13;14.1;60.0;11.7;23.2;969.5;1007.3;4.5;22.5;7;3
2015;18.5;24.8;12.1;22;42;11;12.5;61.0;10.4;19.1;967.9;1006.0;5.1;14.9;7;1
2015;23.9;31.8;16.5;30;54;15;12.7;46.0;18.6;33.1;970.0;1007.4;4.7;0.0;7;2
2015;15.5;22.9;9.1;20;41;8;8.9;54.0;9.9;18.8;972.9;1011.7;5.1;11.4;8;3
2015;21.1;28.8;13.0;28;53;11;10.3;45.0;16.3;29.0;972.5;1010.5;3.4;0.0;8;1
2015;20.3;28.1;12.7;25;48;10;9.5;45.0;15.9;28.8;973.5;1011.6;4.1;3.2;8;2
2015;7.7;15.1;0.6;11;29;-1;5.9;59.0;5.2;10.8;986.9;1027.4;3.4;2.0;9;3
2015;17.1;24.4;10.3;21;43;9;9.5;52.0;11.4;22.1;979.1;1017.9;3.2;5.7;9;1
2015;12.6;20.2;5.7;16;35;4;8.2;60.0;7.5;15.5;978.2;1017.6;4.0;4.1;9;2
2016;10.5;17.3;4.4;16;39;2;7.8;63.0;5.5;11.9;980.1;1019.9;3.9;6.3;4;3
2016;5.5;10.8;1.8;6;18;0;7.28;81.0;2.0;4.9;976.9;1017.2;5.3;13.7;4;1
